PASSENGERS,Passenger Miles,CARRIER_NAME-ORIGIN_CITY_NAME-DEST_CITY_NAME,CARRIER_NAME,ORIGIN_CITY_NAME,DEST_CITY_NAME,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,DEST_LATITUDE,DEST_LONGITUDE
268713,274893399,"United Air Lines Inc.-Newark, NJ-West Palm Beach/Palm Beach, FL Total Total",United Air Lines Inc.,"Newark, NJ","West Palm Beach/Palm Beach, FL",40.735657,-74.1723667,26.715364,-80.0532942
268190,265776290,"Delta Air Lines Inc.-Salt Lake City, UT-Minneapolis, MN Total Total",Delta Air Lines Inc.,"Salt Lake City, UT","Minneapolis, MN",40.7596198,-111.886797,44.9772995,-93.2654692
268024,148485296,"Delta Air Lines Inc.-Cleveland, OH-Atlanta, GA Total Total",Delta Air Lines Inc.,"Cleveland, OH","Atlanta, GA",41.4996574,-81.6936772,33.7544657,-84.3898151
267931,49741231,"American Airlines Inc.-Boston, MA-New York, NY Total Total",American Airlines Inc.,"Boston, MA","New York, NY",42.3554334,-71.060511,40.7127281,-74.0060152
267498,367007256,"American Airlines Inc.-Dallas/Fort Worth, TX-Newark, NJ Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Newark, NJ",32.8369894,-97.033926,40.735657,-74.1723667
267339,148105806,"Delta Air Lines Inc.-Atlanta, GA-Cleveland, OH Total Total",Delta Air Lines Inc.,"Atlanta, GA","Cleveland, OH",33.7544657,-84.3898151,41.4996574,-81.6936772
267207,266405379,"United Air Lines Inc.-Newark, NJ-Tampa, FL Total Total",United Air Lines Inc.,"Newark, NJ","Tampa, FL",40.735657,-74.1723667,27.9477595,-82.458444
266685,89872845,"American Airlines Inc.-Los Angeles, CA-San Francisco, CA Total Total",American Airlines Inc.,"Los Angeles, CA","San Francisco, CA",34.0536909,-118.242766,37.7792588,-122.4193286
265885,141184935,"American Airlines Inc.-Cancun, Mexico-Miami, FL Total Total",American Airlines Inc.,"Cancun, Mexico","Miami, FL",21.1527467,-86.8425761,25.7741728,-80.19362
265639,89520343,"American Airlines Inc.-San Francisco, CA-Los Angeles, CA Total Total",American Airlines Inc.,"San Francisco, CA","Los Angeles, CA",37.7792588,-122.4193286,34.0536909,-118.242766
265060,551059740,"Delta Air Lines Inc.-Detroit, MI-San Francisco, CA Total Total",Delta Air Lines Inc.,"Detroit, MI","San Francisco, CA",42.3315509,-83.0466403,37.7792588,-122.4193286
264881,264086357,"United Air Lines Inc.-Tampa, FL-Newark, NJ Total Total",United Air Lines Inc.,"Tampa, FL","Newark, NJ",27.9477595,-82.458444,40.735657,-74.1723667
264296,98582408,"Southwest Airlines Co.-Sacramento, CA-Los Angeles, CA Total Total",Southwest Airlines Co.,"Sacramento, CA","Los Angeles, CA",38.5810606,-121.493895,34.0536909,-118.242766
264236,297793972,"Delta Air Lines Inc.-Fort Lauderdale, FL-Detroit, MI Total Total",Delta Air Lines Inc.,"Fort Lauderdale, FL","Detroit, MI",26.1223084,-80.1433786,42.3315509,-83.0466403
263833,265563245,"JetBlue Airways-Tampa, FL-New York, NY Total Total",JetBlue Airways,"Tampa, FL","New York, NY",27.9477595,-82.458444,40.7127281,-74.0060152
263749,155875659,"Southwest Airlines Co.-Atlanta, GA-Chicago, IL Total Total",Southwest Airlines Co.,"Atlanta, GA","Chicago, IL",33.7544657,-84.3898151,41.8755616,-87.6244212
263643,267070359,"American Airlines Inc.-Philadelphia, PA-Miami, FL Total Total",American Airlines Inc.,"Philadelphia, PA","Miami, FL",39.9527237,-75.1635262,25.7741728,-80.19362
262758,387568050,"JetBlue Airways-Santiago, Dominican Republic-New York, NY Total Total",JetBlue Airways,"Santiago, Dominican Republic","New York, NY",19.336389,-70.9521277,40.7127281,-74.0060152
262710,671486760,"Hawaiian Airlines Inc.-Los Angeles, CA-Honolulu, HI Total Total",Hawaiian Airlines Inc.,"Los Angeles, CA","Honolulu, HI",34.0536909,-118.242766,21.304547,-157.855676
262474,670883544,"Delta Air Lines Inc.-Los Angeles, CA-Honolulu, HI Total Total",Delta Air Lines Inc.,"Los Angeles, CA","Honolulu, HI",34.0536909,-118.242766,21.304547,-157.855676
262401,425089620,"United Air Lines Inc.-Denver, CO-New York, NY Total Total",United Air Lines Inc.,"Denver, CO","New York, NY",39.7392364,-104.984862,40.7127281,-74.0060152
261923,97697279,"Southwest Airlines Co.-Los Angeles, CA-Sacramento, CA Total Total",Southwest Airlines Co.,"Los Angeles, CA","Sacramento, CA",34.0536909,-118.242766,38.5810606,-121.493895
261916,359348752,"American Airlines Inc.-Newark, NJ-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"Newark, NJ","Dallas/Fort Worth, TX",40.735657,-74.1723667,32.8369894,-97.033926
261884,164986920,"Delta Air Lines Inc.-Portland, OR-Salt Lake City, UT Total Total",Delta Air Lines Inc.,"Portland, OR","Salt Lake City, UT",45.5202471,-122.674194,40.7596198,-111.886797
261731,263441445,"JetBlue Airways-New York, NY-Tampa, FL Total Total",JetBlue Airways,"New York, NY","Tampa, FL",40.7127281,-74.0060152,27.9477595,-82.458444
261221,159606031,"Southwest Airlines Co.-Chicago, IL-Baltimore, MD Total Total",Southwest Airlines Co.,"Chicago, IL","Baltimore, MD",41.8755616,-87.6244212,39.2908816,-76.610759
261008,116670576,"Southwest Airlines Co.-San Diego, CA-San Francisco, CA Total Total",Southwest Airlines Co.,"San Diego, CA","San Francisco, CA",32.7174202,-117.162772,37.7792588,-122.4193286
260381,221844612,"American Airlines Inc.-Dallas/Fort Worth, TX-Minneapolis, MN Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Minneapolis, MN",32.8369894,-97.033926,44.9772995,-93.2654692
260324,116364828,"United Air Lines Inc.-San Francisco, CA-San Diego, CA Total Total",United Air Lines Inc.,"San Francisco, CA","San Diego, CA",37.7792588,-122.4193286,32.7174202,-117.162772
260190,257327910,"American Airlines Inc.-Dallas/Fort Worth, TX-Salt Lake City, UT Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Salt Lake City, UT",32.8369894,-97.033926,40.7596198,-111.886797
260034,121695912,"US Airways Inc.-Charlotte, NC-Orlando, FL Total Total",US Airways Inc.,"Charlotte, NC","Orlando, FL",35.2272086,-80.8430827,28.5421109,-81.3790304
259797,338515491,"United Air Lines Inc.-Houston, TX-San Diego, CA Total Total",United Air Lines Inc.,"Houston, TX","San Diego, CA",29.7589382,-95.3676974,32.7174202,-117.162772
259351,292288577,"Delta Air Lines Inc.-Detroit, MI-Fort Lauderdale, FL Total Total",Delta Air Lines Inc.,"Detroit, MI","Fort Lauderdale, FL",42.3315509,-83.0466403,26.1223084,-80.1433786
259293,401644857,"JetBlue Airways-Santo Domingo, Dominican Republic-New York, NY Total Total",JetBlue Airways,"Santo Domingo, Dominican Republic","New York, NY",18.4801972,-69.942111,40.7127281,-74.0060152
259244,1300367904,"Turk Hava Yollari A.O.-Istanbul, Turkey-New York, NY Total Total",Turk Hava Yollari A.O.,"Istanbul, Turkey","New York, NY",41.006381,28.9758715,40.7127281,-74.0060152
258932,121180176,"US Airways Inc.-Orlando, FL-Charlotte, NC Total Total",US Airways Inc.,"Orlando, FL","Charlotte, NC",28.5421109,-81.3790304,35.2272086,-80.8430827
258820,220514640,"American Airlines Inc.-Minneapolis, MN-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"Minneapolis, MN","Dallas/Fort Worth, TX",44.9772995,-93.2654692,32.8369894,-97.033926
258734,158086474,"Southwest Airlines Co.-Baltimore, MD-Chicago, IL Total Total",Southwest Airlines Co.,"Baltimore, MD","Chicago, IL",39.2908816,-76.610759,41.8755616,-87.6244212
258528,48001551,"American Airlines Inc.-New York, NY-Boston, MA Total Total",American Airlines Inc.,"New York, NY","Boston, MA",40.7127281,-74.0060152,42.3554334,-71.060511
258498,381284550,"JetBlue Airways-New York, NY-Santiago, Dominican Republic Total Total",JetBlue Airways,"New York, NY","Santiago, Dominican Republic",40.7127281,-74.0060152,19.336389,-70.9521277
258088,167757200,"American Airlines Inc.-Miami, FL-Charlotte, NC Total Total",American Airlines Inc.,"Miami, FL","Charlotte, NC",25.7741728,-80.19362,35.2272086,-80.8430827
257979,120734172,"American Airlines Inc.-Charlotte, NC-Orlando, FL Total Total",American Airlines Inc.,"Charlotte, NC","Orlando, FL",35.2272086,-80.8430827,28.5421109,-81.3790304
256299,52284996,"American Airlines Inc.-Miami, FL-Tampa, FL Total Total",American Airlines Inc.,"Miami, FL","Tampa, FL",25.7741728,-80.19362,27.9477595,-82.458444
255988,114426636,"Southwest Airlines Co.-San Francisco, CA-San Diego, CA Total Total",Southwest Airlines Co.,"San Francisco, CA","San Diego, CA",37.7792588,-122.4193286,32.7174202,-117.162772
255851,414478620,"United Air Lines Inc.-New York, NY-Denver, CO Total Total",United Air Lines Inc.,"New York, NY","Denver, CO",40.7127281,-74.0060152,39.7392364,-104.984862
255673,653500188,"Delta Air Lines Inc.-Honolulu, HI-Los Angeles, CA Total Total",Delta Air Lines Inc.,"Honolulu, HI","Los Angeles, CA",21.304547,-157.855676,34.0536909,-118.242766
254860,117235600,"Southwest Airlines Co.-Kansas City, MO-Dallas, TX Total Total",Southwest Airlines Co.,"Kansas City, MO","Dallas, TX",39.100105,-94.5781416,32.7762719,-96.7968559
254821,119256228,"American Airlines Inc.-Orlando, FL-Charlotte, NC Total Total",American Airlines Inc.,"Orlando, FL","Charlotte, NC",28.5421109,-81.3790304,35.2272086,-80.8430827
254665,77672345,"United Air Lines Inc.-Houston, TX-New Orleans, LA Total Total",United Air Lines Inc.,"Houston, TX","New Orleans, LA",29.7589382,-95.3676974,29.9559145,-90.0730259
254399,251600611,"American Airlines Inc.-Salt Lake City, UT-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"Salt Lake City, UT","Dallas/Fort Worth, TX",40.7596198,-111.886797,32.8369894,-97.033926
254244,256256575,"Delta Air Lines Inc.-New York, NY-Tampa, FL Total Total",Delta Air Lines Inc.,"New York, NY","Tampa, FL",40.7127281,-74.0060152,27.9477595,-82.458444
253972,56889728,"Horizon Air-Seattle, WA-Spokane, WA Total Total",Horizon Air,"Seattle, WA","Spokane, WA",47.6038321,-122.330062,47.6571934,-117.42351
253814,235653844,"Delta Air Lines Inc.-Washington, DC-Minneapolis, MN Total Total",Delta Air Lines Inc.,"Washington, DC","Minneapolis, MN",38.8950368,-77.0365427,44.9772995,-93.2654692
253209,255205660,"Delta Air Lines Inc.-Tampa, FL-New York, NY Total Total",Delta Air Lines Inc.,"Tampa, FL","New York, NY",27.9477595,-82.458444,40.7127281,-74.0060152
253060,448675380,"US Airways Inc.-Charlotte, NC-Phoenix, AZ Total Total",US Airways Inc.,"Charlotte, NC","Phoenix, AZ",35.2272086,-80.8430827,33.4484367,-112.074141
252460,51501840,"American Airlines Inc.-Tampa, FL-Miami, FL Total Total",American Airlines Inc.,"Tampa, FL","Miami, FL",27.9477595,-82.458444,25.7741728,-80.19362
252194,1109905794,"Delta Air Lines Inc.-Amsterdam, Netherlands-Atlanta, GA Total Total",Delta Air Lines Inc.,"Amsterdam, Netherlands","Atlanta, GA",52.3730796,4.8924534,33.7544657,-84.3898151
251919,233873430,"Delta Air Lines Inc.-Minneapolis, MN-Washington, DC Total Total",Delta Air Lines Inc.,"Minneapolis, MN","Washington, DC",44.9772995,-93.2654692,38.8950368,-77.0365427
251714,92630752,"Delta Air Lines Inc.-Las Vegas, NV-Salt Lake City, UT Total Total",Delta Air Lines Inc.,"Las Vegas, NV","Salt Lake City, UT",36.1674263,-115.1484131,40.7596198,-111.886797
251627,380963278,"United Air Lines Inc.-Las Vegas, NV-Chicago, IL Total Total",United Air Lines Inc.,"Las Vegas, NV","Chicago, IL",36.1674263,-115.1484131,41.8755616,-87.6244212
251498,445905954,"American Airlines Inc.-Charlotte, NC-Phoenix, AZ Total Total",American Airlines Inc.,"Charlotte, NC","Phoenix, AZ",35.2272086,-80.8430827,33.4484367,-112.074141
251471,282653404,"Delta Air Lines Inc.-Boston, MA-Minneapolis, MN Total Total",Delta Air Lines Inc.,"Boston, MA","Minneapolis, MN",42.3554334,-71.060511,44.9772995,-93.2654692
251215,389132035,"JetBlue Airways-New York, NY-Santo Domingo, Dominican Republic Total Total",JetBlue Airways,"New York, NY","Santo Domingo, Dominican Republic",40.7127281,-74.0060152,18.4801972,-69.942111
250901,388143847,"Delta Air Lines Inc.-San Juan, PR-Atlanta, GA Total Total",Delta Air Lines Inc.,"San Juan, PR","Atlanta, GA",18.384239,-66.05344,33.7544657,-84.3898151
250892,98098772,"Southwest Airlines Co.-Denver, CO-Salt Lake City, UT Total Total",Southwest Airlines Co.,"Denver, CO","Salt Lake City, UT",39.7392364,-104.984862,40.7596198,-111.886797
250867,869254155,"United Air Lines Inc.-Newark, NJ-London, United Kingdom Total Total",United Air Lines Inc.,"Newark, NJ","London, United Kingdom",40.735657,-74.1723667,51.4893335,-0.1440551
250834,101336936,"Southwest Airlines Co.-Orlando, FL-Atlanta, GA Total Total",Southwest Airlines Co.,"Orlando, FL","Atlanta, GA",28.5421109,-81.3790304,33.7544657,-84.3898151
250609,648064206,"United Air Lines Inc.-New York, NY-San Francisco, CA Total Total",United Air Lines Inc.,"New York, NY","San Francisco, CA",40.7127281,-74.0060152,37.7792588,-122.4193286
250487,563094776,"Delta Air Lines Inc.-Las Vegas, NV-New York, NY Total Total",Delta Air Lines Inc.,"Las Vegas, NV","New York, NY",36.1674263,-115.1484131,40.7127281,-74.0060152
250413,115189980,"Southwest Airlines Co.-Dallas, TX-Kansas City, MO Total Total",Southwest Airlines Co.,"Dallas, TX","Kansas City, MO",32.7762719,-96.7968559,39.100105,-94.5781416
250378,1255896048,"Turk Hava Yollari A.O.-New York, NY-Istanbul, Turkey Total Total",Turk Hava Yollari A.O.,"New York, NY","Istanbul, Turkey",40.7127281,-74.0060152,41.006381,28.9758715
250237,647106393,"United Air Lines Inc.-San Francisco, CA-New York, NY Total Total",United Air Lines Inc.,"San Francisco, CA","New York, NY",37.7792588,-122.4193286,40.7127281,-74.0060152
250108,84286396,"Compass Airlines-Los Angeles, CA-San Francisco, CA Total Total",Compass Airlines,"Los Angeles, CA","San Francisco, CA",34.0536909,-118.242766,37.7792588,-122.4193286
249095,388153038,"United Air Lines Inc.-Guam, TT-Tokyo, Japan Total Total",United Air Lines Inc.,"Guam, TT","Tokyo, Japan",16.7113157,121.8909626,35.6768601,139.7638947
249043,377051102,"United Air Lines Inc.-Chicago, IL-Las Vegas, NV Total Total",United Air Lines Inc.,"Chicago, IL","Las Vegas, NV",41.8755616,-87.6244212,36.1674263,-115.1484131
248584,58914408,"American Airlines Inc.-Tulsa, OK-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"Tulsa, OK","Dallas/Fort Worth, TX",36.1563122,-95.9927516,32.8369894,-97.033926
248294,91372192,"Delta Air Lines Inc.-Salt Lake City, UT-Las Vegas, NV Total Total",Delta Air Lines Inc.,"Salt Lake City, UT","Las Vegas, NV",40.7596198,-111.886797,36.1674263,-115.1484131
248185,1092262185,"Delta Air Lines Inc.-Atlanta, GA-Amsterdam, Netherlands Total Total",Delta Air Lines Inc.,"Atlanta, GA","Amsterdam, Netherlands",33.7544657,-84.3898151,52.3730796,4.8924534
247995,180540360,"American Airlines Inc.-Charlotte, NC-Boston, MA Total Total",American Airlines Inc.,"Charlotte, NC","Boston, MA",35.2272086,-80.8430827,42.3554334,-71.060511
247778,75571822,"United Air Lines Inc.-New Orleans, LA-Houston, TX Total Total",United Air Lines Inc.,"New Orleans, LA","Houston, TX",29.9559145,-90.0730259,29.7589382,-95.3676974
247360,146189760,"Southwest Airlines Co.-Chicago, IL-Atlanta, GA Total Total",Southwest Airlines Co.,"Chicago, IL","Atlanta, GA",41.8755616,-87.6244212,33.7544657,-84.3898151
247340,210981020,"Southwest Airlines Co.-Denver, CO-San Diego, CA Total Total",Southwest Airlines Co.,"Denver, CO","San Diego, CA",39.7392364,-104.984862,32.7174202,-117.162772
247152,265935552,"Spirit Air Lines-Fort Lauderdale, FL-New York, NY Total Total",Spirit Air Lines,"Fort Lauderdale, FL","New York, NY",26.1223084,-80.1433786,40.7127281,-74.0060152
246542,381400474,"Delta Air Lines Inc.-Atlanta, GA-San Juan, PR Total Total",Delta Air Lines Inc.,"Atlanta, GA","San Juan, PR",33.7544657,-84.3898151,18.384239,-66.05344
246507,437056911,"US Airways Inc.-Phoenix, AZ-Charlotte, NC Total Total",US Airways Inc.,"Phoenix, AZ","Charlotte, NC",33.4484367,-112.074141,35.2272086,-80.8430827
246251,89142862,"Southwest Airlines Co.-Ontario, CA-Oakland, CA Total Total",Southwest Airlines Co.,"Ontario, CA","Oakland, CA",50.000678,-86.000977,37.8044557,-122.271356
246244,58359828,"American Airlines Inc.-Dallas/Fort Worth, TX-Tulsa, OK Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Tulsa, OK",32.8369894,-97.033926,36.1563122,-95.9927516
245698,292134922,"JetBlue Airways-San Juan, PR-Orlando, FL Total Total",JetBlue Airways,"San Juan, PR","Orlando, FL",18.384239,-66.05344,28.5421109,-81.3790304
245132,551056736,"Delta Air Lines Inc.-New York, NY-Las Vegas, NV Total Total",Delta Air Lines Inc.,"New York, NY","Las Vegas, NV",40.7127281,-74.0060152,36.1674263,-115.1484131
244738,381363674,"United Air Lines Inc.-Tokyo, Japan-Guam, TT Total Total",United Air Lines Inc.,"Tokyo, Japan","Guam, TT",35.6768601,139.7638947,16.7113157,121.8909626
244411,81907684,"Delta Air Lines Inc.-Minneapolis, MN-Chicago, IL Total Total",Delta Air Lines Inc.,"Minneapolis, MN","Chicago, IL",44.9772995,-93.2654692,41.8755616,-87.6244212
244339,262908764,"Spirit Air Lines-New York, NY-Fort Lauderdale, FL Total Total",Spirit Air Lines,"New York, NY","Fort Lauderdale, FL",40.7127281,-74.0060152,26.1223084,-80.1433786
244241,274526884,"Delta Air Lines Inc.-Minneapolis, MN-Boston, MA Total Total",Delta Air Lines Inc.,"Minneapolis, MN","Boston, MA",44.9772995,-93.2654692,42.3554334,-71.060511
243114,95057574,"Southwest Airlines Co.-Salt Lake City, UT-Denver, CO Total Total",Southwest Airlines Co.,"Salt Lake City, UT","Denver, CO",40.7596198,-111.886797,39.7392364,-104.984862
242814,1455669930,"Asiana Airlines Inc.-Los Angeles, CA-Seoul, South Korea Total Total",Asiana Airlines Inc.,"Los Angeles, CA","Seoul, South Korea",34.0536909,-118.242766,37.5666791,126.9782914
242320,87719840,"Southwest Airlines Co.-Oakland, CA-Ontario, CA Total Total",Southwest Airlines Co.,"Oakland, CA","Ontario, CA",37.8044557,-122.271356,50.000678,-86.000977
242221,386826937,"United Air Lines Inc.-Boston, MA-Houston, TX Total Total",United Air Lines Inc.,"Boston, MA","Houston, TX",42.3554334,-71.060511,29.7589382,-95.3676974
242046,81569502,"Compass Airlines-San Francisco, CA-Los Angeles, CA Total Total",Compass Airlines,"San Francisco, CA","Los Angeles, CA",37.7792588,-122.4193286,34.0536909,-118.242766
241977,96548823,"American Airlines Inc.-Boston, MA-Washington, DC Total Total",American Airlines Inc.,"Boston, MA","Washington, DC",42.3554334,-71.060511,38.8950368,-77.0365427
241645,80968540,"Delta Air Lines Inc.-Chicago, IL-Minneapolis, MN Total Total",Delta Air Lines Inc.,"Chicago, IL","Minneapolis, MN",41.8755616,-87.6244212,44.9772995,-93.2654692
241565,95418175,"Southwest Airlines Co.-Nashville, TN-Chicago, IL Total Total",Southwest Airlines Co.,"Nashville, TN","Chicago, IL",36.1622767,-86.7742984,41.8755616,-87.6244212
241066,831918766,"American Airlines Inc.-London, United Kingdom-New York, NY Total Total",American Airlines Inc.,"London, United Kingdom","New York, NY",51.4893335,-0.1440551,40.7127281,-74.0060152
241002,427296546,"American Airlines Inc.-Phoenix, AZ-Charlotte, NC Total Total",American Airlines Inc.,"Phoenix, AZ","Charlotte, NC",33.4484367,-112.074141,35.2272086,-80.8430827
240826,622776036,"JetBlue Airways-New York, NY-San Francisco, CA Total Total",JetBlue Airways,"New York, NY","San Francisco, CA",40.7127281,-74.0060152,37.7792588,-122.4193286
240705,145626525,"Alaska Airlines Inc.-Sacramento, CA-Seattle, WA Total Total",Alaska Airlines Inc.,"Sacramento, CA","Seattle, WA",38.5810606,-121.493895,47.6038321,-122.330062
240700,1442996500,"Korean Air Lines Co. Ltd.-Los Angeles, CA-Seoul, South Korea Total Total",Korean Air Lines Co. Ltd.,"Los Angeles, CA","Seoul, South Korea",34.0536909,-118.242766,37.5666791,126.9782914
240413,212284679,"Southwest Airlines Co.-Houston, TX-Denver, CO Total Total",Southwest Airlines Co.,"Houston, TX","Denver, CO",29.7589382,-95.3676974,39.7392364,-104.984862
240382,621627852,"JetBlue Airways-San Francisco, CA-New York, NY Total Total",JetBlue Airways,"San Francisco, CA","New York, NY",37.7792588,-122.4193286,40.7127281,-74.0060152
240109,150788452,"Frontier Airlines Inc.-Denver, CO-Las Vegas, NV Total Total",Frontier Airlines Inc.,"Denver, CO","Las Vegas, NV",39.7392364,-104.984862,36.1674263,-115.1484131
240107,1439441465,"Asiana Airlines Inc.-Seoul, South Korea-Los Angeles, CA Total Total",Asiana Airlines Inc.,"Seoul, South Korea","Los Angeles, CA",37.5666791,126.9782914,34.0536909,-118.242766
239753,206427333,"US Airways Inc.-Orlando, FL-Philadelphia, PA Total Total",US Airways Inc.,"Orlando, FL","Philadelphia, PA",28.5421109,-81.3790304,39.9527237,-75.1635262
239275,60058025,"Southwest Airlines Co.-Chicago, IL-St. Louis, MO Total Total",Southwest Airlines Co.,"Chicago, IL","St. Louis, MO",41.8755616,-87.6244212,38.6280278,-90.1910154
239199,382000803,"United Air Lines Inc.-Houston, TX-Boston, MA Total Total",United Air Lines Inc.,"Houston, TX","Boston, MA",29.7589382,-95.3676974,42.3554334,-71.060511
239169,93275910,"Southwest Airlines Co.-Sacramento, CA-Ontario, CA Total Total",Southwest Airlines Co.,"Sacramento, CA","Ontario, CA",38.5810606,-121.493895,50.000678,-86.000977
239096,1355674320,"Compagnie Natl Air France-Paris, France-Los Angeles, CA Total Total",Compagnie Natl Air France,"Paris, France","Los Angeles, CA",48.8534951,2.3483915,34.0536909,-118.242766
238940,59973940,"Southwest Airlines Co.-St. Louis, MO-Chicago, IL Total Total",Southwest Airlines Co.,"St. Louis, MO","Chicago, IL",38.6280278,-90.1910154,41.8755616,-87.6244212
238719,108139707,"Delta Air Lines Inc.-Little Rock, AR-Atlanta, GA Total Total",Delta Air Lines Inc.,"Little Rock, AR","Atlanta, GA",34.7465071,-92.2896267,33.7544657,-84.3898151
238550,283635950,"JetBlue Airways-Orlando, FL-San Juan, PR Total Total",JetBlue Airways,"Orlando, FL","San Juan, PR",28.5421109,-81.3790304,18.384239,-66.05344
238307,173487496,"American Airlines Inc.-Boston, MA-Charlotte, NC Total Total",American Airlines Inc.,"Boston, MA","Charlotte, NC",42.3554334,-71.060511,35.2272086,-80.8430827
237935,106832815,"American Airlines Inc.-Charlotte, NC-Philadelphia, PA Total Total",American Airlines Inc.,"Charlotte, NC","Philadelphia, PA",35.2272086,-80.8430827,39.9527237,-75.1635262
237877,53284448,"Horizon Air-Spokane, WA-Seattle, WA Total Total",Horizon Air,"Spokane, WA","Seattle, WA",47.6571934,-117.42351,47.6038321,-122.330062
237861,173162808,"US Airways Inc.-Charlotte, NC-Boston, MA Total Total",US Airways Inc.,"Charlotte, NC","Boston, MA",35.2272086,-80.8430827,42.3554334,-71.060511
237835,129857910,"Southwest Airlines Co.-Dallas, TX-St. Louis, MO Total Total",Southwest Airlines Co.,"Dallas, TX","St. Louis, MO",32.7762719,-96.7968559,38.6280278,-90.1910154
237778,823900770,"United Air Lines Inc.-London, United Kingdom-Newark, NJ Total Total",United Air Lines Inc.,"London, United Kingdom","Newark, NJ",51.4893335,-0.1440551,40.735657,-74.1723667
237772,143852060,"Alaska Airlines Inc.-Seattle, WA-Sacramento, CA Total Total",Alaska Airlines Inc.,"Seattle, WA","Sacramento, CA",47.6038321,-122.330062,38.5810606,-121.493895
237573,107620569,"Delta Air Lines Inc.-Atlanta, GA-Little Rock, AR Total Total",Delta Air Lines Inc.,"Atlanta, GA","Little Rock, AR",33.7544657,-84.3898151,34.7465071,-92.2896267
237047,159250776,"Southwest Airlines Co.-Oakland, CA-Seattle, WA Total Total",Southwest Airlines Co.,"Oakland, CA","Seattle, WA",37.8044557,-122.271356,47.6038321,-122.330062
236633,232610239,"Delta Air Lines Inc.-Detroit, MI-Tampa, FL Total Total",Delta Air Lines Inc.,"Detroit, MI","Tampa, FL",42.3315509,-83.0466403,27.9477595,-82.458444
236122,814857022,"American Airlines Inc.-New York, NY-London, United Kingdom Total Total",American Airlines Inc.,"New York, NY","London, United Kingdom",40.7127281,-74.0060152,51.4893335,-0.1440551
236022,1535087088,"Air New Zealand-Auckland, New Zealand-Los Angeles, CA Total Total",Air New Zealand,"Auckland, New Zealand","Los Angeles, CA",-36.852095,174.7631803,34.0536909,-118.242766
235823,128759358,"Southwest Airlines Co.-St. Louis, MO-Dallas, TX Total Total",Southwest Airlines Co.,"St. Louis, MO","Dallas, TX",38.6280278,-90.1910154,32.7762719,-96.7968559
235614,291454518,"JetBlue Airways-Fort Lauderdale, FL-Boston, MA Total Total",JetBlue Airways,"Fort Lauderdale, FL","Boston, MA",26.1223084,-80.1433786,42.3554334,-71.060511
235360,468366400,"Delta Air Lines Inc.-New York, NY-Salt Lake City, UT Total Total",Delta Air Lines Inc.,"New York, NY","Salt Lake City, UT",40.7127281,-74.0060152,40.7596198,-111.886797
235334,582446790,"Virgin America-Los Angeles, CA-New York, NY Total Total",Virgin America,"Los Angeles, CA","New York, NY",34.0536909,-118.242766,40.7127281,-74.0060152
235333,232038338,"American Airlines Inc.-Detroit, MI-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"Detroit, MI","Dallas/Fort Worth, TX",42.3315509,-83.0466403,32.8369894,-97.033926
235214,1333663380,"Compagnie Natl Air France-Los Angeles, CA-Paris, France Total Total",Compagnie Natl Air France,"Los Angeles, CA","Paris, France",34.0536909,-118.242766,48.8534951,2.3483915
235097,231100351,"Delta Air Lines Inc.-Tampa, FL-Detroit, MI Total Total",Delta Air Lines Inc.,"Tampa, FL","Detroit, MI",27.9477595,-82.458444,42.3315509,-83.0466403
234822,200303166,"Southwest Airlines Co.-San Diego, CA-Denver, CO Total Total",Southwest Airlines Co.,"San Diego, CA","Denver, CO",32.7174202,-117.162772,39.7392364,-104.984862
234814,231526604,"American Airlines Inc.-Dallas/Fort Worth, TX-Detroit, MI Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Detroit, MI",32.8369894,-97.033926,42.3315509,-83.0466403
234767,91559130,"Southwest Airlines Co.-Ontario, CA-Sacramento, CA Total Total",Southwest Airlines Co.,"Ontario, CA","Sacramento, CA",50.000678,-86.000977,38.5810606,-121.493895
234750,1031726250,"Compagnie Natl Air France-Atlanta, GA-Paris, France Total Total",Compagnie Natl Air France,"Atlanta, GA","Paris, France",33.7544657,-84.3898151,48.8534951,2.3483915
234644,466941560,"Delta Air Lines Inc.-Salt Lake City, UT-New York, NY Total Total",Delta Air Lines Inc.,"Salt Lake City, UT","New York, NY",40.7596198,-111.886797,40.7127281,-74.0060152
234305,92550475,"Southwest Airlines Co.-Chicago, IL-Nashville, TN Total Total",Southwest Airlines Co.,"Chicago, IL","Nashville, TN",41.8755616,-87.6244212,36.1622767,-86.7742984
234268,93472932,"American Airlines Inc.-Washington, DC-Boston, MA Total Total",American Airlines Inc.,"Washington, DC","Boston, MA",38.8950368,-77.0365427,42.3554334,-71.060511
